question,references,corpus_id
義大利文歌唱語音法課程的評量方式為何？,"[{""content"": ""Method 教學方法Teaching Method 百分比Percentage 講述 30 % 演唱教學 50 % 個案指導 20 % 總和 Total 100 % 成績評量方式 Grading 評量方式Grading 百分比Percentage 課堂參與及隨堂演唱 40 % 期中考 30 % 期末演唱 30 % 總和 Total 100 % 成績評量方式補充說明 "", ""start_index"": 2739, ""end_index"": 2924}, {""content"": ""評量方式Grading 百分比Percentage 課堂參與及隨堂演唱 40 % 期中考 30 % 期末演唱 30 % 總和 Total 100 % 成績評量方式補充說明 1.期中、末考。2.平時隨堂表現。 課程大綱補充資料 Supplementary Material of Course Syllabus"", ""start_index"": 2838, ""end_index"": 2992}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_音樂學系_義大利文歌唱語音法[164379]_朱芸宜.html
李慧怡教師的樂器學(二)課程中，學生將學習哪些樂器的基本技巧？,"[{""content"": ""培養學生對於不同樂器的基本認識和理解，包括樂器的種類、結構、音域、移調，以及常見的演奏技巧。2. 欣賞各個樂器在交響樂團中的角色，透過經驗分享，了解其音色和特性。3. 使學生在修完課程後能深入瞭解西洋樂器與樂團曲目，並且認識台灣以及世界知名的演奏家。相較於艱澀的英文單字和語彙，樂器學的英文是相對簡單的，此堂課能幫助學生統整已有的英文能力Survey of "", ""start_index"": 726, ""end_index"": 905}, {""content"": ""使學生在修完課程後能深入瞭解西洋樂器與樂團曲目，並且認識台灣以及世界知名的演奏家。相較於艱澀的英文單字和語彙，樂器學的英文是相對簡單的，此堂課能幫助學生統整已有的英文能力Survey of Musical Instruments is the class to help students recognize their musical instruments. The students "", ""start_index"": 810, ""end_index"": 1005}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_音樂學系_樂器學(二)[164409]_李慧怡.html
電磁學導論課程的評量方式中，哪些部分佔據了 30% 的比例？,"[{""content"": ""15 % 問題導向學習 15 % 總和 Total 100 % 成績評量方式 Grading 評量方式Grading 百分比Percentage 出席狀況 10 % 課堂參與 10 % 作業撰寫 30 % 小組口頭報告 30 % 期末考 20 % 總和 Total 100 % 成績評量方式補充說明 出席狀況 10 % 課堂參與 10 %作業(紙本與分組上台報告) 60 %期末考 20 % "", ""start_index"": 2432, ""end_index"": 2628}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_材料科學系_電磁學導論[167064]_鄭永楨.html
物理冶金(二)課程的授課方式為何？,"[{""content"": ""textbooks. ※ 教學方法 Teaching Method 教學方法Teaching Method 百分比Percentage 講述 70 % 影片欣賞 15 % 問題導向學習 15 % 總和 Total 100 % 成績評量方式 Grading 評量方式Grading 百分比Percentage 期中考 30 % 期末考 30 % 出席狀況 10 % 心得撰寫 30 % 總和 "", ""start_index"": 2928, ""end_index"": 3123}, {""content"": ""textbooks. ※ 教學方法 Teaching Method 教學方法Teaching Method 百分比Percentage 講述 70 % 影片欣賞 15 % 問題導向學習 15 % 總和 Total 100 % 成績評量方式 Grading 評量方式Grading 百分比Percentage 期中考 30 % 期末考 30 % 出席狀況 10 % 心得撰寫 30 % 總和 "", ""start_index"": 2928, ""end_index"": 3123}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_材料科學系_物理冶金(二)[167053]_鄭建星.html
教育心理學課程的教學方法中，占比最大的方式是什麼？,"[{""content"": ""※請尊重智慧財產權，不得非法影印教科書※ ※ Please respect intellectual property rights and do not illegally photocopy textbooks. ※ 教學方法 Teaching Method 教學方法Teaching Method 百分比Percentage 講述 40 % 討論 30 % 案例評析 30 % 總和 "", ""start_index"": 2873, ""end_index"": 3068}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_幼兒教育學系_教育心理學[170036]_張麗芬.html
幼兒園教學實習(二)課程的評量方式包括哪些?,"[{""content"": ""30 % 總和 Total 100 % 成績評量方式 Grading 評量方式Grading 百分比Percentage 幼教會考 20 % 讀書會小組報告 20 % 教保活動設計與模擬試教 20 % 課堂小考與參訪報告 20 % 平時成績(含出席、遲到早退、課堂參與) 20 % 總和 Total 100 % 成績評量方式補充說明 課程大綱補充資料 Supplementary Material "", ""start_index"": 3328, ""end_index"": 3527}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_幼兒教育學系_幼兒園教學實習(二)[170049]_鄭雅丰.html
丁慧如老師的人體組織學課程中，學生將學習哪些組織?,"[{""content"": ""understanding of structure, composition, morphology of normal versus pathological cells within the tissues of various human physiological systems. 先修 ( 前置 ) 課程 Prerequisite 彈性教學規劃 Flexible "", ""start_index"": 749, ""end_index"": 938}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_生物科技學系_人體組織學[158063]_丁慧如.html
曹哲嘉教師的顯微技術課程中，學生將學習哪些顯微鏡觀察方法？,"[{""content"": ""星期五，節次3、4、5 上課教室Classroom C112 Office Hours 曹哲嘉：2233/4545 獲獎及補助情形 Awards and Grants 聯合國永續發展目標 (SDGs跨域類別) Sustainable Development Goals, SDGs SDGs 02. 消除飢餓：確保糧食安全，消除飢餓，促進永續農業 SDGs 03. "", ""start_index"": 492, ""end_index"": 675}, {""content"": ""Day 3 Optics and design of microscopes Lecture Participation; Quiz 4 Specimen preparation Lecture Participation; Quiz 5 Phase contrast and DIC microscope Lecture Participation; Quiz 6 Fluorescent "", ""start_index"": 1145, ""end_index"": 1341}, {""content"": ""Participation; Quiz 5 Phase contrast and DIC microscope Lecture Participation; Quiz 6 Fluorescent and confocal microscope Lecture Participation; Quiz 7 NUTN make-up holiday 8 Labeling and "", ""start_index"": 1243, ""end_index"": 1431}, {""content"": ""10 Transmission and scanning electron microscopes Lecture Participation; Quiz 11 Cyro-EM and topography L Lecture Participation; Quiz 12 Midterm Exam Paper-based exam 13 Lab I: sectioning and "", ""start_index"": 1531, ""end_index"": 1723}, {""content"": ""topography L Lecture Participation; Quiz 12 Midterm Exam Paper-based exam 13 Lab I: sectioning and staining; animal histology Lab Participation 14 Lab II: cell fixation; wet mount Lab Participation "", ""start_index"": 1624, ""end_index"": 1822}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_生物科技學系_顯微技術[158053]_曹哲嘉.html
梁品鈞教師的普通物理學實驗(二)課程中，學生將學習哪些實驗內容?,"[{""content"": ""1.使同學熟悉物理實驗內容與原理。2.使同學能夠操作儀器與讀取數據。3.使同學能夠理解與分析數據。4.使同學能夠曲線擬合與電腦繪圖。5.使同學能夠提出問題與回答問題。6.透過實驗分組訓練同學團隊合作精神。7.透過操作考試與強化實作能力。 先修 ( 前置 ) 課程 Prerequisite 無 彈性教學規劃 Flexible Teaching/Planning Schedules 課程大綱 "", ""start_index"": 796, ""end_index"": 992}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_綠色能源科技學系(進修學士班)_普通物理學實驗(二)[283005]_梁品鈞.html
工程電腦程式課程的評分方式為何？,"[{""content"": ""Teaching Method 教學方法Teaching Method 百分比Percentage 講述 40 % 專題實作 40 % 討論 20 % 總和 Total 100 % 成績評量方式 Grading 評量方式Grading 百分比Percentage 作業 50 % 平時成績 20 % 期末考 30 % 總和 Total 100 % 成績評量方式補充說明 作業 50 % 平時成績 "", ""start_index"": 2402, ""end_index"": 2600}, {""content"": ""Grading 評量方式Grading 百分比Percentage 作業 50 % 平時成績 20 % 期末考 30 % 總和 Total 100 % 成績評量方式補充說明 作業 50 % 平時成績 20 % 期末考 30 % 課程大綱補充資料 Supplementary Material of Course Syllabus"", ""start_index"": 2500, ""end_index"": 2664}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_綠色能源科技學系(進修學士班)_工程電腦程式[283035]_丁顥.html
房孟潔老師的心理與教育統計課程的主要學習目標為何？,"[{""content"": ""健康與福祉：確保及促進各年齡層健康生活與福祉 SDGs 04. 優質教育：確保有教無類、公平以及高品質的教育，及提倡終身學習 SDGs 05. 性別平權：實現性別平等，並賦予婦女權力 課程目標 Learning Objectives 1 使學生瞭解心理與教育統計學的核心目的、功能及應用2 使學生瞭解心理與教育統計學的基本概念、與統計方法之原則3 使學生具備運用SPSS進行教育統計分析的能力，並對正確解讀、分析數據結果4 培養學生將心理與教育統計學應用於教育學及行為科學領域中的實證研究問題 先修 ( 前置 ) 課程 Prerequisite 彈性教學規劃 Flexible Teaching/Planning Schedules ＊本課程實施16+2週彈性教學方案，其中第17、18週之彈性規劃如下： 自主學習 課程大綱 Course "", ""start_index"": 661, ""end_index"": 1031}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_諮商與輔導學系_心理與教育統計[128055]_房孟潔.html
陳晞如老師的當代兒童劇場課程的學習目標包括哪些?,"[{""content"": ""一、以創造性戲劇初階課程為基礎，將五覺感官、肢體律動與口語表達融合為一，並以脈絡化的方式與故事文本產生連結，使學生具有創造高結構教案設計之能力。二、以試教學校之觀課歷程為佐，培養學生依據不同年齡層之族群，創發創造性戲劇活動。接續透過教學演示，體驗活動實際執行之成果與效能，進而從中養成戲劇教育教學之專業能力。三、以高階課程(口述默劇與故事戲劇)為範例，促使學生認知創造性戲劇的雙重面向-戲劇美學與教育"", ""start_index"": 838, ""end_index"": 1038}, {""content"": ""群，創發創造性戲劇活動。接續透過教學演示，體驗活動實際執行之成果與效能，進而從中養成戲劇教育教學之專業能力。三、以高階課程(口述默劇與故事戲劇)為範例，促使學生認知創造性戲劇的雙重面向-戲劇美學與教育知能兼具之特質，並以此為學習目標，促進戲劇涵養之提昇。 先修 ( 前置 ) 課程 Prerequisite 創造性戲劇(一) 彈性教學規劃 Flexible Teaching/Planning "", ""start_index"": 938, ""end_index"": 1135}, {""content"": ""知能兼具之特質，並以此為學習目標，促進戲劇涵養之提昇。 先修 ( 前置 ) 課程 Prerequisite 創造性戲劇(一) 彈性教學規劃 Flexible Teaching/Planning Schedules 課程大綱 Course Syllabus 週次Week 課程單元大綱Unit 教學方式Instructional Method/Style/Teaching Style "", ""start_index"": 1038, ""end_index"": 1230}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_戲劇創作與應用學系_當代兒童劇場[172063]_陳晞如.html
教習劇場課程的評量方式為何？,"[{""content"": ""Method 百分比Percentage 專題實作 40 % 講述 25 % 個案研討 25 % 分享 10 % 總和 Total 100 % 成績評量方式 Grading 評量方式Grading 百分比Percentage 平時成績：小考、作業、出席狀況、上課態度等 16 % 期中TIE讀劇 20 % 期末小組呈現 30 % 期末報告(1.自訂題目2.對教習劇場創作的學習/透過演出，瞭解教習劇場的精神為何？3.反思與檢討) 17 % 期中考 17 % 總和 Total 100 % 成績評量方式補充說明 * 成績評量比例會依"", ""start_index"": 4123, ""end_index"": 4388}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_戲劇創作與應用學系_教習劇場TIE(一)[172060]_許瑞芳.html
曾博欣教師的民法(二)課程的主要學習目標為何？,"[{""content"": ""本課程旨在協助學生了解並初步運用民法的基本概念與條文規定，內容以淺顯易懂的方式講解，並結合生活中的實例，讓學生能輕鬆握法律的核心精神與實際應用。１、建立民法基礎概念：以簡單的講解方式，讓學生對民法有初步認識，能清楚其結構與功能。２、強化條文理解與運用：透過實例討論與案例分析，協助學生將法律條文與現實情境結合。內容主要涵括：１、物權編。２、親屬編。３、繼承編。 先修 ( 前置 ) 課程 "", ""start_index"": 770, ""end_index"": 964}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_行政管理學系_民法(二)[132057]_曾博欣.html
蕭妙香教師的行政法(二)課程的成績評量方式中，期末考試佔多少百分比？,"[{""content"": ""影片欣賞與討論 5 % 討論 10 % 總和 Total 100 % 成績評量方式 Grading 評量方式Grading 百分比Percentage 期中考試 30 % 出席狀況 20 % 期末考試 40 % 分組討論 10 % 總和 Total 100 % 成績評量方式補充說明 課程大綱補充資料 Supplementary Material of Course Syllabus"", ""start_index"": 2354, ""end_index"": 2546}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_行政管理學系_行政法(二)[132056]_蕭妙香.html
語言學概論(二)課程的評量方式為何？,"[{""content"": ""Method 百分比Percentage 講述 60 % 討論 20 % 專題實作 20 % 總和 Total 100 % 成績評量方式 Grading 評量方式Grading 百分比Percentage 期中考 30 % 期末考 30 % 小組口頭報告 20 % 小組書面報告 20 % 總和 Total 100 % 成績評量方式補充說明 課程大綱補充資料 "", ""start_index"": 2619, ""end_index"": 2799}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_英語學系(進修學士班)_語言學概論(二)[227003]_康雅禎.html
劉哲宏教師的管理數學課程的學習成果包括哪些?,"[{""content"": ""本課程旨在培養學生利用數學方法解決管理問題的能力，幫助學生掌握決策分析、資源分配、數據分析等領域中的基本工具和方法，提升其邏輯思維與分析能力，為未來在管理、商業分析與相關領域的學術研究與實務應用奠定基礎。學習成果包括：理解管理數學的基本概念與理論，如線性規劃、數據分析、決策理論等。能夠使用數學模型進行實際問題的分析與解決。掌握運用軟體工具解決管理數學問題的基本技巧。提升跨領域應用數學理論與工具的能"", ""start_index"": 682, ""end_index"": 882}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_經營與管理學系_管理數學[125034]_劉哲宏.html
蔡雨利教師的鋼琴文獻探討(二)課程的成績評量方式為何？,"[{""content"": ""成績評量方式 Grading 評量方式Grading 百分比Percentage 出席狀況 20 % 個人口頭報告 25 % 期中考 20 % 期末考 35 % 總和 Total 100 % 成績評量方式補充說明 出席率, 上課反應及參與討論20%口頭報告 25%期中考 20%期末考 35 課程大綱補充資料 Supplementary Material of Course Syllabus"", ""start_index"": 2736, ""end_index"": 2932}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_音樂學系碩士班_鋼琴文獻探討(二)[164367]_蔡雨利.html
鈕文英(2024) 的《研究方法與設計：量化、質性與混合方法取向》是本課程的主要教科書，何時出版的版本?,"[{""content"": ""主要讀本：1.鈕文英(2024)。研究方法與設計：量化、質性與混合方法取向（4版）。雙葉。(主要教科書）2.劉淑慧等譯(2009) (P.P. Heppner, B.E. Wampold, D.E. Kivlighan, "", ""start_index"": 3588, ""end_index"": 3699}, {""content"": ""(P.P. Heppner, & M.J. Heppner)。研究論文寫作－撰寫與投稿武功祕笈。新加坡商聖智學習。(原著出版於2004)。5.吳明隆(2014)。論文寫作與量化研究(4版)。五南 。6.蔡清田(2017)。畢業論文寫作的通關密語。高等教育。7.顏志龍(2017)。傻瓜也會寫論文：社會科學學位論文寫作指南(3rd ed.)。五南。 ※請尊重智慧財產權，不得非法影印教科書※ ※ "", ""start_index"": 3894, ""end_index"": 4091}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_諮商與輔導學系碩士班_諮商研究法[128042]_陳志賢.html
薛怡珍老師的環境倫理特論課程中，學生將學習哪些議題?,"[{""content"": ""學年度 第 2 學期 生態暨環境資源學系碩士班 薛怡珍教師 環境倫理特論 課程大綱 課程簡介 Course Introduction 開課年度學期Year / Term 113 學年度 第 2 學期 開課班級Department 生態暨環境資源學系碩士班 生態系碩一二合 授課方式Instructional Method 課堂教學 、 中文 課程電腦代號Course Reference "", ""start_index"": 100, ""end_index"": 294}, {""content"": ""證，如申請環境教育行政人員認證者，前項訓練之課程應含環境教育法規與環境教育課程設計。因此為因應環境教育人員認證及管理辦法之規定開授課程，本課程希望透過課堂實際參與討論不同的環境議題或事件對影響環境倫理因素的交互作用之社會、經濟、生態…等關係，並透過不同的引導方法讓學生在進行個人對環境議題的主張時能比較精準正確，在關注環境議題與時事，可以試著理解其原因和不同立場的主張。最後希望有朝一日可以對地球公民"", ""start_index"": 1087, ""end_index"": 1287}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_生態暨環境資源學系碩士班_環境倫理特論[156053]_薛怡珍.html
光電材料與元件特論課程的評量方式為何？,"[{""content"": ""教學方法Teaching Method 百分比Percentage 講述 100 % 總和 Total 100 % 成績評量方式 Grading 評量方式Grading 百分比Percentage 期中考 50 % 期末考 50 % 總和 Total 100 % 成績評量方式補充說明 課程大綱補充資料 Supplementary Material of Course Syllabus"", ""start_index"": 2504, ""end_index"": 2697}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_綠色能源科技學系碩士班_光電材料與元件特論[183046]_傅耀賢曾坤三.html
潘青林教師的視覺藝術碩士班課程『美學專論』的學分數為多少?,"[{""content"": ""選修 授課老師Instructor 潘青林 助教Teaching Assistant 上課時間Meeting Time 星期一，節次3、4、5 上課教室Classroom H301 Office Hours 潘青林：3344/6745 獲獎及補助情形 Awards and Grants 聯合國永續發展目標 (SDGs跨域類別) Sustainable Development Goals, "", ""start_index"": 470, ""end_index"": 666}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_視覺藝術與設計學系視覺藝術碩士班_美學專論[191066]_潘青林.html
數位影像處理課程的授課老師是誰？,"[{""content"": ""學分數/時數Credit Hours 3 / 3 必(選)修Requirement / Elective Course 選修 授課老師Instructor 林信志 助教Teaching Assistant 上課時間Meeting Time 星期四，節次3、4、5 上課教室Classroom F302 Office Hours 林信志：3344/8989 獲獎及補助情形 Awards "", ""start_index"": 396, ""end_index"": 589}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_數位學習科技學系碩士班_數位影像處理[155046]_林信志.html
材料研究技術課程的教學方法中，占比最大的部分是什麼？,"[{""content"": ""illegally photocopy textbooks. ※ 教學方法 Teaching Method 教學方法Teaching Method 百分比Percentage 講述 80 % 問題導向學習 20 % 總和 Total 100 % 成績評量方式 Grading 評量方式Grading 百分比Percentage 期中考 40 % 期末考 40 % 課堂參與 20 % 總和 "", ""start_index"": 2535, ""end_index"": 2730}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_材料科學系碩士班_材料研究技術[167039]_莊陽德.html
卓國雄教師的體育學系碩士班專題研討課程的評量方式為何？,"[{""content"": ""講述 30 % 專題討論 40 % 分組口頭報告 30 % 總和 Total 100 % 成績評量方式 Grading 評量方式Grading 百分比Percentage 課堂參與 20 % 個人口頭報告 30 % 作業撰寫 30 % 同儕互評 20 % 總和 Total 100 % 成績評量方式補充說明 1.課堂參與係指聆聽專題口頭報告之參與討論情形2.作業撰寫指的是提問記錄表撰寫情形 "", ""start_index"": 2453, ""end_index"": 2649}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_體育學系碩士班_專題研討[113060]_卓國雄.html
王建國教師的文學理論專題研究(二)課程的授課方式為何?,"[{""content"": ""學期 開課班級Department 國語文學系國語文教學與應用碩士班 國語文教學與應用日夜碩合 授課方式Instructional Method 課堂教學 、 中文 課程電腦代號Course Reference Number 122070 課程名稱(中文)Course Title(Chinese) 文學理論專題研究(二) 課程名稱(英文)Course Title(English) "", ""start_index"": 215, ""end_index"": 407}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_國語文學系國語文教學與應用碩士班_文學理論專題研究(二)[122070]_王建國.html
本課程的主要閱讀資料有哪些?,"[{""content"": ""教科書或參考用書 Textbooks or Reference Books 館藏書名 Library Books 備註 Remarks （一）主要閱讀資料1.林玫君（2017）。兒童戲劇教育之理論與實務。新北：心理。（小粉）2.林玫君（2016）。兒童戲劇教育：肢體與聲音口語的創意表現。臺南：復文。（小紅）3.林玫君（2018）。兒童戲劇教育：童謠及故事的創意表現。臺南：林玫君。（小藍）（二）大師系列，中文翻譯1.陳韻文譯（2008）。5-11歲的戲劇、語文與道德教育。臺北：心理。Winston, J. (2000). Drama, Literacy and Moral Education 5-11. London: David Fulton "", ""start_index"": 3030, ""end_index"": 3356}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_戲劇創作與應用學系碩士班_戲劇教育專題研究[172041]_林玫君.html
先修課程『特殊教育』的教學方法有哪些？,"[{""content"": ""textbooks. ※ 教學方法 Teaching Method 教學方法Teaching Method 百分比Percentage Lecture 10 % Literature Analytic Method 45 % Case Study 45 % 總和 Total 100 % 成績評量方式 Grading 評量方式Grading 百分比Percentage "", ""start_index"": 4781, ""end_index"": 4966}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_特殊教育學系碩士班_特殊族群資優專題研究[140106]_陳英豪.html
高等分子生物學課程的評量方式有哪些？,"[{""content"": ""專題實作 50 % 總和 Total 100 % 成績評量方式 Grading 評量方式Grading 百分比Percentage 期中考 40 % 期末考 40 % 出席狀況 20 % 總和 Total 100 % 成績評量方式補充說明 課程大綱補充資料 Supplementary Material of Course Syllabus"", ""start_index"": 3936, ""end_index"": 4106}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_生物科技學系碩士班_高等分子生物學[158039]_曾登裕.html
蕭妙香教師的行政法專題課程中，學生將學習哪些行政法理論？,"[{""content"": ""本課程中先由授課教師就行政法基礎理論預為講解，再從學理及實務兩方面提出問題，共同研討，以深化對行政法學之認知。 先修 ( 前置 ) 課程 Prerequisite 彈性教學規劃 Flexible Teaching/Planning Schedules ＊本課程實施16+2週彈性教學方案，其中第17、18週之彈性規劃如下： 線上教學/討論 自主學習 課程大綱 Course Syllabus "", ""start_index"": 730, ""end_index"": 926}, {""content"": ""Materials 評量方式Grading 1 課程介紹 講授 2 行政的概念與特徵 講授 3 行政的種類與型態 講授 4 行政法與其他法律的關係 講授 5 公法與私法的區別 講授(線上) 6 行政法律關係 講授 7 4/3 補假 8 依法行政原則--法律優位原則 講授、討論 9 法律優位原則與行政效能 講授、討論 10 依法行政原則--法律保留原則 講授、討論 11 依法行政原則之理念與實踐 講授、討論 12 行政裁量與司法審查 講授 13 判斷餘地與司法審查 講授 14 公法上權利與保護規範理論 講授 15 保護規範理論在行政爭訟上之運用 講授 16 期末綜合研討 講授、討論 17 最高行政法院判決研析：鼓勵同學蒐尋最高行政法院判決，思考行政法相關理論之應用 自主學習 司法院裁判書查詢服務 個人心得報告 18 "", ""start_index"": 1021, ""end_index"": 1383}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_行政管理學系碩士班_行政法專題[132037]_蕭妙香.html
蔡育昇教師的論文寫作指導課程的評量方式為何?,"[{""content"": ""教學方法Teaching Method 百分比Percentage 講述 60 % 專題實作 30 % 討論 10 % 總和 Total 100 % 成績評量方式 Grading 評量方式Grading 百分比Percentage 個人書面報告 40 % 小組書面報告 20 % 個人口頭報告 30 % 心得撰寫 10 % 總和 Total 100 % 成績評量方式補充說明 "", ""start_index"": 3744, ""end_index"": 3932}, {""content"": ""評量方式Grading 百分比Percentage 個人書面報告 40 % 小組書面報告 20 % 個人口頭報告 30 % 心得撰寫 10 % 總和 Total 100 % 成績評量方式補充說明 個人期中書面報告包括題目、摘要、前言、大綱及參考書目期末論文包括口頭發表、書面報告參與碩論口試、音樂專題演講、研討會，撰寫心得2000字。 課程大綱補充資料 Supplementary Materia"", ""start_index"": 3834, ""end_index"": 4032}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_音樂學系碩士在職專班(夜)_論文寫作指導[264304]_蔡育昇.html
幼兒發展理論課程的學分數為多少學分？,"[{""content"": ""張麗芬 助教Teaching Assistant 上課時間Meeting Time 星期一，節次C、D、E 上課教室Classroom B402 Office Hours 張麗芬：1144/9A23 獲獎及補助情形 Awards and Grants 聯合國永續發展目標 (SDGs跨域類別) Sustainable Development Goals, SDGs SDGs 04. "", ""start_index"": 492, ""end_index"": 684}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_幼兒教育學系碩士在職專班(夜)_幼兒發展理論[270001]_張麗芬.html
偏微分方程課程的教科書是哪本?,"[{""content"": ""符合程度Degree of conformity 1 語文能力 5 2 溝通與合作能力 4 3 創新與實踐能力 3 4 專業知能 5 教科書或參考用書 Textbooks or Reference Books 館藏書名 Library Books 備註 Remarks 教科書：Partial differential equations / Lawrence C. Evans, 1998, "", ""start_index"": 2341, ""end_index"": 2538}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_應用數學系碩士班_偏微分方程[150058]_黃彥彰.html
蘇建元教師的媒體教育研究課程的學分數為多少?,"[{""content"": ""選修 授課老師Instructor 蘇建元 助教Teaching Assistant 上課時間Meeting Time 星期六，節次9、A、B 上課教室Classroom J305 Office Hours 蘇建元：3333/789A 獲獎及補助情形 Awards and Grants 聯合國永續發展目標 (SDGs跨域類別) Sustainable Development Goals, "", ""start_index"": 480, ""end_index"": 676}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_教育學系課程與教學教學碩士班(假日)_媒體教育研究[112106]_蘇建元.html
林大偉教師的工程最佳設計課程中，學生將學習哪些優化方法？,"[{""content"": ""we hope students can understand the application of different optimal methods in science and engineering, such as the gradient based method, constrainted and un-constrainted problem, genetic algorithm, annealing simulation and so on. Educating students have the concept and knowledge to "", ""start_index"": 776, ""end_index"": 1062}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_理工學院智慧製造碩士在職學位學程_工程最佳設計[280003]_林大偉.html
林懿貞老師的研究方法課程中，課程的授課方式有哪些？,"[{""content"": ""授課老師Instructor 林懿貞 助教Teaching Assistant 上課時間Meeting Time 星期三，節次D、E、F 上課教室Classroom ZA301 Office Hours 林懿貞：1111/789A 獲獎及補助情形 Awards and Grants 聯合國永續發展目標 (SDGs跨域類別) Sustainable Development Goals, "", ""start_index"": 477, ""end_index"": 671}, {""content"": ""/ Term 113 學年度 第 2 學期 開課班級Department 經營與管理學系科技管理碩士在職專班(夜) 經管系科管碩專一(夜) 授課方式Instructional Method 課堂教學 、 中文 課程電腦代號Course Reference Number 225002 課程名稱(中文)Course Title(Chinese) 研究方法 課程名稱(英文)Course "", ""start_index"": 190, ""end_index"": 382}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_經營與管理學系科技管理碩士在職專班(夜)_研究方法[225002]_林懿貞.html
金融學課程的成績評量方式中，課堂參與佔多少百分比？,"[{""content"": ""% 期末考 20 % 小組書面報告 30 % 總和 Total 100 % 成績評量方式補充說明 Class Participation (20%): This refers to students' attendance and their active involvement in the learning process during class. It includes "", ""start_index"": 5902, ""end_index"": 6093}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_經營與管理學系科技管理碩士班_財務管理[125027]_阮俊陽.html
湯譯增教師的轉換器電路設計特論課程中，學生將學習哪些基本運作原理與設計?,"[{""content"": ""讓學生能了解並學習轉換器電路之基本運作原理與設計，深入淺出，使學生對於轉換器電路的應用具有設計製作之能力。 先修 ( 前置 ) 課程 Prerequisite 電路學, 電子學, 電磁學等等 彈性教學規劃 Flexible Teaching/Planning Schedules 課程大綱 Course Syllabus 週次Week 課程單元大綱Unit "", ""start_index"": 814, ""end_index"": 993}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_綠色能源科技學系碩士在職專班(夜)_轉換器電路設計特論[283028]_湯譯增.html
林佳燕教師的專題研討（四）課程採用何種教學方法?,"[{""content"": ""自訂教材 ※請尊重智慧財產權，不得非法影印教科書※ ※ Please respect intellectual property rights and do not illegally photocopy textbooks. ※ 教學方法 Teaching Method 教學方法Teaching Method 百分比Percentage 講述 50 % 討論 30 % 問題導向學習 20 % 總和 Total 100 % 成績評量方式 Grading 評量方式Grading 百分比Percentage 個人口頭報告 50 % 個人書面報告 50 % 總和 "", ""start_index"": 2125, ""end_index"": 2407}]",chunking_evaluation/evaluation_framework/general_evaluation_data/corpora/113_2_行政管理學系碩士在職專班(夜)_專題研討（四）[232003]_林佳燕.html
